simulation,match_id,round,home_team,away_team,home_goals,away_goals,winner,loser,penalties
36,78,Round of 32,Norway,Sweden,3,1,Norway,Sweden,False
36,79,Round of 32,Mexico,Ivory Coast,1,1,Ivory Coast,Mexico,True
36,80,Round of 32,England,Algeria,4,0,England,Algeria,False
36,81,Round of 32,Belgium,South Africa,2,3,South Africa,Belgium,False
36,82,Round of 32,Paraguay,Qatar,5,2,Paraguay,Qatar,False
36,83,Round of 32,Uzbekistan,Croatia,5,0,Uzbekistan,Croatia,False
36,84,Round of 32,Spain,Austria,0,0,Austria,Spain,True
36,85,Round of 32,Canada,New Zealand,2,1,Canada,New Zealand,False
36,86,Round of 32,Turkey,Egypt,1,0,Turkey,Egypt,False
36,87,Round of 32,Argentina,Cape Verde,4,0,Argentina,Cape Verde,False
36,88,Round of 32,Portugal,Senegal,1,0,Portugal,Senegal,False
36,89,Round of 16,South Korea,Germany,0,0,Germany,South Korea,True
36,90,Round of 16,Tunisia,France,0,2,France,Tunisia,False
36,91,Round of 16,Netherlands,Norway,0,0,Netherlands,Norway,True
36,92,Round of 16,Ivory Coast,England,2,0,Ivory Coast,England,False
36,93,Round of 16,Uzbekistan,Austria,0,1,Austria,Uzbekistan,False
36,94,Round of 16,South Africa,Paraguay,0,3,Paraguay,South Africa,False
36,95,Round of 16,Turkey,Portugal,1,2,Portugal,Turkey,False
36,96,Round of 16,Canada,Argentina,1,1,Argentina,Canada,True
36,97,Quarter-final,Germany,France,0,1,France,Germany,False
36,98,Quarter-final,Austria,Paraguay,1,3,Paraguay,Austria,False
36,99,Quarter-final,Netherlands,Ivory Coast,2,1,Netherlands,Ivory Coast,False
36,100,Quarter-final,Portugal,Argentina,1,1,Argentina,Portugal,True
36,101,Semi-final,France,Paraguay,2,0,France,Paraguay,False
36,102,Semi-final,Netherlands,Argentina,0,1,Argentina,Netherlands,False
36,103,Third-place playoff,Paraguay,Netherlands,1,2,Netherlands,Paraguay,False
36,104,Final,France,Argentina,3,2,France,Argentina,False
37,73,Round of 32,Mexico,Canada,1,4,Canada,Mexico,False
37,74,Round of 32,Brazil,Netherlands,3,0,Brazil,Netherlands,False
37,75,Round of 32,Ecuador,Australia,0,1,Australia,Ecuador,False
37,76,Round of 32,Tunisia,Morocco,1,1,Morocco,Tunisia,True
37,77,Round of 32,Germany,Iraq,2,0,Germany,Iraq,False
37,78,Round of 32,France,Japan,1,0,France,Japan,False
37,79,Round of 32,South Korea,Scotland,2,4,Scotland,South Korea,False
37,80,Round of 32,England,Uzbekistan,2,1,England,Uzbekistan,False
37,81,Round of 32,Iran,Czech Republic,2,1,Iran,Czech Republic,False
37,82,Round of 32,United States,Bosnia and Herzegovina,2,1,United States,Bosnia and Herzegovina,False
37,83,Round of 32,Portugal,Panama,3,0,Portugal,Panama,False
37,84,Round of 32,Spain,Austria,2,1,Spain,Austria,False
37,85,Round of 32,Switzerland,Jordan,2,2,Jordan,Switzerland,True
37,86,Round of 32,Turkey,Belgium,1,2,Belgium,Turkey,False
37,87,Round of 32,Argentina,Uruguay,1,3,Uruguay,Argentina,False
37,88,Round of 32,Colombia,Croatia,0,2,Croatia,Colombia,False
37,89,Round of 16,Canada,Australia,0,1,Australia,Canada,False
37,90,Round of 16,Brazil,Germany,0,1,Germany,Brazil,False
37,91,Round of 16,Morocco,France,1,2,France,Morocco,False
37,92,Round of 16,Scotland,England,1,4,England,Scotland,False
37,93,Round of 16,Portugal,Spain,0,2,Spain,Portugal,False
37,94,Round of 16,Iran,United States,3,0,Iran,United States,False
37,95,Round of 16,Belgium,Croatia,2,1,Belgium,Croatia,False
37,96,Round of 16,Jordan,Uruguay,0,2,Uruguay,Jordan,False
37,97,Quarter-final,Australia,Germany,2,2,Germany,Australia,True
37,98,Quarter-final,Spain,Iran,2,3,Iran,Spain,False
37,99,Quarter-final,France,England,0,1,England,France,False
37,100,Quarter-final,Belgium,Uruguay,0,1,Uruguay,Belgium,False
37,101,Semi-final,Germany,Iran,2,2,Germany,Iran,True
37,102,Semi-final,England,Uruguay,1,2,Uruguay,England,False
37,103,Third-place playoff,Iran,England,0,2,England,Iran,False
37,104,Final,Germany,Uruguay,1,1,Uruguay,Germany,True
38,73,Round of 32,South Korea,Switzerland,3,0,South Korea,Switzerland,False
38,74,Round of 32,Morocco,Tunisia,2,0,Morocco,Tunisia,False
38,75,Round of 32,Ecuador,United States,0,1,United States,Ecuador,False
38,76,Round of 32,Japan,Brazil,1,1,Brazil,Japan,True
38,77,Round of 32,Germany,Norway,0,0,Norway,Germany,True
38,78,Round of 32,France,Sweden,1,0,France,Sweden,False
38,79,Round of 32,Mexico,Haiti,4,0,Mexico,Haiti,False
38,80,Round of 32,England,Uzbekistan,3,2,England,Uzbekistan,False
38,81,Round of 32,Belgium,Argentina,0,5,Argentina,Belgium,False
38,82,Round of 32,Paraguay,Iraq,0,0,Iraq,Paraguay,True
38,83,Round of 32,Portugal,Croatia,0,4,Croatia,Portugal,False
38,84,Round of 32,Spain,Jordan,2,1,Spain,Jordan,False
38,85,Round of 32,Canada,Egypt,0,1,Egypt,Canada,False
38,86,Round of 32,Turkey,New Zealand,3,2,Turkey,New Zealand,False
38,87,Round of 32,Algeria,Uruguay,0,1,Uruguay,Algeria,False
38,88,Round of 32,Colombia,Ghana,1,1,Colombia,Ghana,True
38,89,Round of 16,South Korea,United States,1,2,United States,South Korea,False
38,90,Round of 16,Morocco,Norway,5,1,Morocco,Norway,False
38,91,Round of 16,Brazil,France,2,2,France,Brazil,True
38,92,Round of 16,Mexico,England,1,3,England,Mexico,False
38,93,Round of 16,Croatia,Spain,1,4,Spain,Croatia,False
38,94,Round of 16,Argentina,Iraq,5,0,Argentina,Iraq,False
38,95,Round of 16,Turkey,Colombia,0,1,Colombia,Turkey,False
38,96,Round of 16,Egypt,Uruguay,0,1,Uruguay,Egypt,False
38,97,Quarter-final,United States,Morocco,1,0,United States,Morocco,False
38,98,Quarter-final,Spain,Argentina,5,1,Spain,Argentina,False
38,99,Quarter-final,France,England,1,4,England,France,False
38,100,Quarter-final,Colombia,Uruguay,0,0,Uruguay,Colombia,True
38,101,Semi-final,United States,Spain,1,2,Spain,United States,False
38,102,Semi-final,England,Uruguay,1,0,England,Uruguay,False
38,103,Third-place playoff,United States,Uruguay,1,1,Uruguay,United States,True
38,104,Final,Spain,England,2,0,Spain,England,False
39,73,Round of 32,South Korea,Switzerland,2,1,South Korea,Switzerland,False
39,74,Round of 32,Brazil,Netherlands,1,0,Brazil,Netherlands,False
39,75,Round of 32,Germany,Morocco,0,2,Morocco,Germany,False
39,76,Round of 32,Japan,Scotland,1,1,Scotland,Japan,True
39,77,Round of 32,Curaçao,Norway,1,3,Norway,Curaçao,False
39,78,Round of 32,France,Turkey,1,2,Turkey,France,False
39,79,Round of 32,Mexico,Ecuador,0,0,Ecuador,Mexico,True
39,80,Round of 32,Croatia,Uzbekistan,2,0,Croatia,Uzbekistan,False
39,81,Round of 32,Iran,Czech Republic,2,1,Iran,Czech Republic,False
39,82,Round of 32,Paraguay,Jordan,3,0,Paraguay,Jordan,False
39,83,Round of 32,Portugal,Panama,2,1,Portugal,Panama,False
39,84,Round of 32,Spain,Algeria,2,0,Spain,Algeria,False
39,85,Round of 32,Canada,New Zealand,3,1,Canada,New Zealand,False
39,86,Round of 32,Australia,Belgium,1,0,Australia,Belgium,False
39,87,Round of 32,Argentina,Uruguay,1,2,Uruguay,Argentina,False
39,88,Round of 32,Colombia,Ghana,4,1,Colombia,Ghana,False
39,89,Round of 16,South Korea,Morocco,0,1,Morocco,South Korea,False
39,90,Round of 16,Brazil,Norway,0,0,Norway,Brazil,True
39,91,Round of 16,Scotland,Turkey,2,2,Turkey,Scotland,True
39,92,Round of 16,Ecuador,Croatia,0,2,Croatia,Ecuador,False
39,93,Round of 16,Portugal,Spain,0,2,Spain,Portugal,False
39,94,Round of 16,Iran,Paraguay,0,3,Paraguay,Iran,False
39,95,Round of 16,Australia,Colombia,1,1,Colombia,Australia,True
39,96,Round of 16,Canada,Uruguay,0,0,Canada,Uruguay,True
39,97,Quarter-final,Morocco,Norway,2,0,Morocco,Norway,False
39,98,Quarter-final,Spain,Paraguay,1,1,Paraguay,Spain,True
39,99,Quarter-final,Turkey,Croatia,1,0,Turkey,Croatia,False
39,100,Quarter-final,Colombia,Canada,1,1,Canada,Colombia,True
39,101,Semi-final,Morocco,Paraguay,2,2,Paraguay,Morocco,True
39,102,Semi-final,Turkey,Canada,0,0,Turkey,Canada,True
39,103,Third-place playoff,Morocco,Canada,2,0,Morocco,Canada,False
39,104,Final,Paraguay,Turkey,1,0,Paraguay,Turkey,False
40,73,Round of 32,Mexico,Switzerland,2,2,Switzerland,Mexico,True
40,74,Round of 32,Morocco,Japan,3,1,Morocco,Japan,False
40,75,Round of 32,Germany,Paraguay,2,0,Germany,Paraguay,False
40,76,Round of 32,Netherlands,Haiti,3,0,Netherlands,Haiti,False
40,77,Round of 32,Ecuador,France,1,3,France,Ecuador,False
40,78,Round of 32,Norway,Sweden,5,0,Norway,Sweden,False
40,79,Round of 32,South Korea,Brazil,3,1,South Korea,Brazil,False
40,80,Round of 32,Croatia,DR Congo,3,1,Croatia,DR Congo,False
40,81,Round of 32,Egypt,Czech Republic,3,0,Egypt,Czech Republic,False
40,82,Round of 32,Turkey,Jordan,3,3,Jordan,Turkey,True
40,83,Round of 32,Portugal,England,1,3,England,Portugal,False
40,84,Round of 32,Spain,Algeria,7,1,Spain,Algeria,False
40,85,Round of 32,Canada,Iran,5,1,Canada,Iran,False
40,86,Round of 32,United States,Belgium,3,4,Belgium,United States,False
40,87,Round of 32,Argentina,Uruguay,1,0,Argentina,Uruguay,False
40,88,Round of 32,Colombia,Ghana,2,0,Colombia,Ghana,False
40,89,Round of 16,Switzerland,Germany,1,3,Germany,Switzerland,False
40,90,Round of 16,Morocco,France,0,0,Morocco,France,True
40,91,Round of 16,Netherlands,Norway,2,2,Netherlands,Norway,True
40,92,Round of 16,South Korea,Croatia,3,1,South Korea,Croatia,False
40,93,Round of 16,England,Spain,0,2,Spain,England,False
40,94,Round of 16,Egypt,Jordan,1,0,Egypt,Jordan,False
40,95,Round of 16,Belgium,Colombia,0,1,Colombia,Belgium,False
40,96,Round of 16,Canada,Argentina,1,2,Argentina,Canada,False
40,97,Quarter-final,Germany,Morocco,1,3,Morocco,Germany,False
40,98,Quarter-final,Spain,Egypt,3,0,Spain,Egypt,False
40,99,Quarter-final,Netherlands,South Korea,1,2,South Korea,Netherlands,False
40,100,Quarter-final,Colombia,Argentina,2,3,Argentina,Colombia,False
40,101,Semi-final,Morocco,Spain,0,2,Spain,Morocco,False
40,102,Semi-final,South Korea,Argentina,0,3,Argentina,South Korea,False
40,103,Third-place playoff,Morocco,South Korea,3,0,Morocco,South Korea,False
40,104,Final,Spain,Argentina,4,0,Spain,Argentina,False
41,73,Round of 32,South Korea,Bosnia and Herzegovina,2,4,Bosnia and Herzegovina,South Korea,False
41,74,Round of 32,Brazil,Netherlands,4,3,Brazil,Netherlands,False
41,75,Round of 32,Germany,United States,3,1,Germany,United States,False
41,76,Round of 32,Tunisia,Morocco,1,1,Tunisia,Morocco,True
41,77,Round of 32,Ivory Coast,Norway,0,2,Norway,Ivory Coast,False
41,78,Round of 32,France,Egypt,4,2,France,Egypt,False
41,79,Round of 32,Mexico,Ecuador,2,1,Mexico,Ecuador,False
41,80,Round of 32,England,Colombia,2,0,England,Colombia,False
41,81,Round of 32,Belgium,Cape Verde,2,0,Belgium,Cape Verde,False
41,82,Round of 32,Paraguay,Senegal,4,2,Paraguay,Senegal,False
41,83,Round of 32,Uzbekistan,Ghana,2,0,Uzbekistan,Ghana,False
41,84,Round of 32,Spain,Algeria,1,0,Spain,Algeria,False
41,85,Round of 32,Canada,Jordan,1,2,Jordan,Canada,False
41,86,Round of 32,Turkey,Iran,0,1,Iran,Turkey,False
41,87,Round of 32,Argentina,Uruguay,2,2,Uruguay,Argentina,True
41,88,Round of 32,Portugal,Panama,5,1,Portugal,Panama,False
41,89,Round of 16,Bosnia and Herzegovina,Germany,0,4,Germany,Bosnia and Herzegovina,False
41,90,Round of 16,Brazil,Norway,2,1,Brazil,Norway,False
41,91,Round of 16,Tunisia,France,0,2,France,Tunisia,False
41,92,Round of 16,Mexico,England,3,3,Mexico,England,True
41,93,Round of 16,Uzbekistan,Spain,2,5,Spain,Uzbekistan,False
41,94,Round of 16,Belgium,Paraguay,2,3,Paraguay,Belgium,False
41,95,Round of 16,Iran,Portugal,2,2,Iran,Portugal,True
41,96,Round of 16,Jordan,Uruguay,1,5,Uruguay,Jordan,False
41,97,Quarter-final,Germany,Brazil,0,2,Brazil,Germany,False
41,98,Quarter-final,Spain,Paraguay,3,0,Spain,Paraguay,False
41,99,Quarter-final,France,Mexico,3,2,France,Mexico,False
41,100,Quarter-final,Iran,Uruguay,0,0,Iran,Uruguay,True
41,101,Semi-final,Brazil,Spain,1,0,Brazil,Spain,False
41,102,Semi-final,France,Iran,0,0,France,Iran,True
41,103,Third-place playoff,Spain,Iran,1,0,Spain,Iran,False
41,104,Final,Brazil,France,1,1,Brazil,France,True
42,73,Round of 32,South Korea,Canada,3,1,South Korea,Canada,False
42,74,Round of 32,Morocco,Tunisia,1,1,Tunisia,Morocco,True
42,75,Round of 32,Ecuador,United States,0,0,United States,Ecuador,True
42,76,Round of 32,Japan,Brazil,0,1,Brazil,Japan,False
42,77,Round of 32,Germany,France,1,0,Germany,France,False
42,78,Round of 32,Norway,Netherlands,1,1,Netherlands,Norway,True
42,79,Round of 32,Mexico,Scotland,1,2,Scotland,Mexico,False
42,80,Round of 32,England,Colombia,2,0,England,Colombia,False
42,81,Round of 32,Iran,Czech Republic,3,1,Iran,Czech Republic,False
42,82,Round of 32,Paraguay,Bosnia and Herzegovina,1,1,Paraguay,Bosnia and Herzegovina,True
42,83,Round of 32,Uzbekistan,Croatia,2,0,Uzbekistan,Croatia,False
42,84,Round of 32,Spain,Jordan,0,1,Jordan,Spain,False
42,85,Round of 32,Switzerland,Ivory Coast,1,1,Switzerland,Ivory Coast,True
42,86,Round of 32,Turkey,Egypt,3,0,Turkey,Egypt,False
42,87,Round of 32,Argentina,Uruguay,3,3,Uruguay,Argentina,True
42,88,Round of 32,Portugal,Iraq,3,2,Portugal,Iraq,False
42,89,Round of 16,South Korea,United States,1,2,United States,South Korea,False
42,90,Round of 16,Tunisia,Germany,2,1,Tunisia,Germany,False
42,91,Round of 16,Brazil,Netherlands,5,1,Brazil,Netherlands,False
42,92,Round of 16,Scotland,England,1,4,England,Scotland,False
42,93,Round of 16,Uzbekistan,Jordan,2,0,Uzbekistan,Jordan,False
42,94,Round of 16,Iran,Paraguay,2,0,Iran,Paraguay,False
42,95,Round of 16,Turkey,Portugal,0,2,Portugal,Turkey,False
42,96,Round of 16,Switzerland,Uruguay,0,0,Uruguay,Switzerland,True
42,97,Quarter-final,United States,Tunisia,3,1,United States,Tunisia,False
42,98,Quarter-final,Uzbekistan,Iran,2,2,Iran,Uzbekistan,True
42,99,Quarter-final,Brazil,England,2,4,England,Brazil,False
42,100,Quarter-final,Portugal,Uruguay,0,1,Uruguay,Portugal,False
42,101,Semi-final,United States,Iran,3,2,United States,Iran,False
42,102,Semi-final,England,Uruguay,0,1,Uruguay,England,False
42,103,Third-place playoff,Iran,England,0,2,England,Iran,False
42,104,Final,United States,Uruguay,2,1,United States,Uruguay,False
43,73,Round of 32,South Korea,Canada,1,3,Canada,South Korea,False
43,74,Round of 32,Morocco,Japan,2,1,Morocco,Japan,False
43,75,Round of 32,Germany,Turkey,0,1,Turkey,Germany,False
43,76,Round of 32,Netherlands,Haiti,3,1,Netherlands,Haiti,False
43,77,Round of 32,Ecuador,Norway,1,1,Ecuador,Norway,True
43,78,Round of 32,France,Tunisia,3,0,France,Tunisia,False
43,79,Round of 32,Czech Republic,Ivory Coast,4,3,Czech Republic,Ivory Coast,False
43,80,Round of 32,Panama,DR Congo,3,0,Panama,DR Congo,False
43,81,Round of 32,Egypt,Cape Verde,2,0,Egypt,Cape Verde,False
43,82,Round of 32,Paraguay,Qatar,3,0,Paraguay,Qatar,False
43,83,Round of 32,Portugal,England,1,2,England,Portugal,False
43,84,Round of 32,Spain,Argentina,1,2,Argentina,Spain,False
43,85,Round of 32,Switzerland,Austria,1,1,Austria,Switzerland,True
43,86,Round of 32,Australia,Iran,0,1,Iran,Australia,False
43,87,Round of 32,Algeria,Uruguay,1,0,Algeria,Uruguay,False
43,88,Round of 32,Colombia,Senegal,0,0,Senegal,Colombia,True
43,89,Round of 16,Canada,Turkey,1,2,Turkey,Canada,False
43,90,Round of 16,Morocco,Ecuador,1,2,Ecuador,Morocco,False
43,91,Round of 16,Netherlands,France,3,3,Netherlands,France,True
43,92,Round of 16,Czech Republic,Panama,0,2,Panama,Czech Republic,False
43,93,Round of 16,England,Argentina,0,1,Argentina,England,False
43,94,Round of 16,Egypt,Paraguay,2,2,Paraguay,Egypt,True
43,95,Round of 16,Iran,Senegal,1,1,Senegal,Iran,True
43,96,Round of 16,Austria,Algeria,1,3,Algeria,Austria,False
43,97,Quarter-final,Turkey,Ecuador,1,2,Ecuador,Turkey,False
43,98,Quarter-final,Argentina,Paraguay,3,2,Argentina,Paraguay,False
43,99,Quarter-final,Netherlands,Panama,2,2,Panama,Netherlands,True
43,100,Quarter-final,Senegal,Algeria,1,2,Algeria,Senegal,False
43,101,Semi-final,Ecuador,Argentina,3,0,Ecuador,Argentina,False
43,102,Semi-final,Panama,Algeria,2,1,Panama,Algeria,False
43,103,Third-place playoff,Argentina,Algeria,2,1,Argentina,Algeria,False
43,104,Final,Ecuador,Panama,2,0,Ecuador,Panama,False
44,73,Round of 32,South Korea,Canada,2,0,South Korea,Canada,False
44,74,Round of 32,Brazil,Netherlands,0,3,Netherlands,Brazil,False
44,75,Round of 32,Ecuador,Paraguay,3,1,Ecuador,Paraguay,False
44,76,Round of 32,Tunisia,Morocco,0,0,Tunisia,Morocco,True
44,77,Round of 32,Ivory Coast,Senegal,0,0,Senegal,Ivory Coast,True
44,78,Round of 32,France,Japan,2,3,Japan,France,False
44,79,Round of 32,Mexico,Scotland,2,1,Mexico,Scotland,False
44,80,Round of 32,England,Uzbekistan,0,1,Uzbekistan,England,False
44,81,Round of 32,Iran,Cape Verde,2,0,Iran,Cape Verde,False
44,82,Round of 32,Turkey,Germany,3,2,Turkey,Germany,False
44,83,Round of 32,DR Congo,Panama,0,2,Panama,DR Congo,False
44,84,Round of 32,Spain,Jordan,3,2,Spain,Jordan,False
44,85,Round of 32,Switzerland,New Zealand,2,2,New Zealand,Switzerland,True
44,86,Round of 32,United States,Belgium,1,1,Belgium,United States,True
44,87,Round of 32,Argentina,Uruguay,5,0,Argentina,Uruguay,False
44,88,Round of 32,Colombia,Norway,3,0,Colombia,Norway,False
44,89,Round of 16,South Korea,Ecuador,0,0,Ecuador,South Korea,True
44,90,Round of 16,Netherlands,Senegal,0,1,Senegal,Netherlands,False
44,91,Round of 16,Tunisia,Japan,1,5,Japan,Tunisia,False
44,92,Round of 16,Mexico,Uzbekistan,2,1,Mexico,Uzbekistan,False
44,93,Round of 16,Panama,Spain,1,4,Spain,Panama,False
44,94,Round of 16,Iran,Turkey,2,1,Iran,Turkey,False
44,95,Round of 16,Belgium,Colombia,2,0,Belgium,Colombia,False
44,96,Round of 16,New Zealand,Argentina,0,3,Argentina,New Zealand,False
44,97,Quarter-final,Ecuador,Senegal,2,1,Ecuador,Senegal,False
44,98,Quarter-final,Spain,Iran,3,1,Spain,Iran,False
44,99,Quarter-final,Japan,Mexico,0,2,Mexico,Japan,False
44,100,Quarter-final,Belgium,Argentina,1,4,Argentina,Belgium,False
44,101,Semi-final,Ecuador,Spain,0,2,Spain,Ecuador,False
44,102,Semi-final,Mexico,Argentina,1,3,Argentina,Mexico,False
44,103,Third-place playoff,Ecuador,Mexico,1,3,Mexico,Ecuador,False
44,104,Final,Spain,Argentina,2,0,Spain,Argentina,False
45,73,Round of 32,South Africa,Qatar,4,3,South Africa,Qatar,False
45,74,Round of 32,Brazil,Japan,1,0,Brazil,Japan,False
45,75,Round of 32,Germany,Paraguay,1,1,Paraguay,Germany,True
45,76,Round of 32,Netherlands,Morocco,1,1,Netherlands,Morocco,True
45,77,Round of 32,Ecuador,France,1,2,France,Ecuador,False
45,78,Round of 32,Senegal,New Zealand,2,0,Senegal,New Zealand,False
45,79,Round of 32,Czech Republic,Sweden,1,1,Czech Republic,Sweden,True
45,80,Round of 32,England,Norway,3,0,England,Norway,False
45,81,Round of 32,Iran,Mexico,1,1,Iran,Mexico,True
45,82,Round of 32,Australia,Switzerland,2,2,Switzerland,Australia,True
45,83,Round of 32,Uzbekistan,Croatia,2,0,Uzbekistan,Croatia,False
45,84,Round of 32,Spain,Algeria,3,1,Spain,Algeria,False
45,85,Round of 32,Canada,Austria,2,1,Canada,Austria,False
45,86,Round of 32,United States,Belgium,1,2,Belgium,United States,False
45,87,Round of 32,Argentina,Uruguay,2,1,Argentina,Uruguay,False
45,88,Round of 32,Portugal,Panama,0,1,Panama,Portugal,False
45,89,Round of 16,South Africa,Paraguay,3,4,Paraguay,South Africa,False
45,90,Round of 16,Brazil,France,1,1,France,Brazil,True
45,91,Round of 16,Netherlands,Senegal,1,2,Senegal,Netherlands,False
45,92,Round of 16,Czech Republic,England,3,3,England,Czech Republic,True
45,93,Round of 16,Uzbekistan,Spain,2,4,Spain,Uzbekistan,False
45,94,Round of 16,Iran,Switzerland,0,2,Switzerland,Iran,False
45,95,Round of 16,Belgium,Panama,2,0,Belgium,Panama,False
45,96,Round of 16,Canada,Argentina,0,1,Argentina,Canada,False
45,97,Quarter-final,Paraguay,France,1,1,France,Paraguay,True
45,98,Quarter-final,Spain,Switzerland,2,0,Spain,Switzerland,False
45,99,Quarter-final,Senegal,England,0,0,England,Senegal,True
45,100,Quarter-final,Belgium,Argentina,0,1,Argentina,Belgium,False
45,101,Semi-final,France,Spain,2,2,Spain,France,True
45,102,Semi-final,England,Argentina,1,0,England,Argentina,False
45,103,Third-place playoff,France,Argentina,2,1,France,Argentina,False
45,104,Final,Spain,England,0,0,England,Spain,True
46,73,Round of 32,Czech Republic,Bosnia and Herzegovina,1,1,Bosnia and Herzegovina,Czech Republic,True
46,74,Round of 32,Morocco,Japan,2,1,Morocco,Japan,False
46,75,Round of 32,Germany,Turkey,1,0,Germany,Turkey,False
46,76,Round of 32,Netherlands,Brazil,2,1,Netherlands,Brazil,False
46,77,Round of 32,Ecuador,France,3,0,Ecuador,France,False
46,78,Round of 32,Norway,Tunisia,3,1,Norway,Tunisia,False
46,79,Round of 32,Mexico,Cape Verde,2,0,Mexico,Cape Verde,False
46,80,Round of 32,England,Portugal,0,0,England,Portugal,True
46,81,Round of 32,Egypt,South Korea,0,1,South Korea,Egypt,False
46,82,Round of 32,Australia,Jordan,2,1,Australia,Jordan,False
46,83,Round of 32,Uzbekistan,Panama,0,2,Panama,Uzbekistan,False
46,84,Round of 32,Spain,Algeria,2,0,Spain,Algeria,False
